speed_mean,speed_std,speed_min,speed_max,speed_variance,total_distance_km,total_time_hrs,loitering_score,max_gap_hrs,total_gaps,gap_flag,position_jump_km,dist_from_port_km,behavioral_score,speed_consistency,MMSI,VesselName,final_risk_score
-1.3033346928742395,-0.03655980441178298,-1.9291809247233869,-0.49527560505490126,-0.030347142432425332,-0.5374736401924574,-0.38435343960694324,-0.346603487405546,0.03906655809767337,-0.20645432381494624,0.061372959483822556,-1.1180651021104138,-0.4542120987143,0.026689085994986872,-0.0712689650121087,241275000,MARAN GAS APOLLONIA,0.7
-0.20975778638069442,-0.45835380995477504,0.07420497422581575,-0.25052788541584725,-0.5739362232008209,-1.307505786517222,0.1465074735241847,-0.2384612900090246,-0.6034637263291194,-0.047631670539939,0.11273440432559327,-1.4807197310954792,-1.4242973591880095,0.07587302590108544,-0.591650748282527,477166800,UNI SUNSHINE,0.6978
-0.6731113611509291,-0.07496526692081638,-1.3863929140565332,-0.19430440484022637,-0.04541143600045051,-0.93050740220121,-0.20391626052632644,-0.30157711582453833,-0.6152351975920658,-0.19446693877993376,0.07338901306154728,-1.608180087547546,-0.4213550129324111,0.01637381575771159,-0.13746566651551992,249338000,HAFNIA LISE,0.6945
-0.647076326126918,-0.21484913587000273,-0.43007251403197466,-0.3515977401691847,-0.19757761314539643,-1.0609837639407673,-0.13299000289418675,-0.20284182481591448,-0.6022380218007375,-0.11709804268777968,0.09698465769386916,-1.763188611146319,-0.33932159987395016,0.05376740317747592,-0.7917250991324295,248655000,CMA CGM LOUGA,0.6931
-1.317608074401542,0.07654522600142605,-1.898213025966004,-0.6639817163081934,0.06408987153538345,-0.07892786334722864,-0.35403391026124886,-0.428558389499181,-0.1328090311344454,-0.23085948200044087,-0.6088820217792106,0.0673036923884158,-1.3193033350263945,0.07751102309639395,0.07565708875978705,636091328,SANTA VIOLA,0.6927
-0.32699936586716066,-0.7967898313407356,0.06964432366959983,-0.4403391326251271,-0.9983436209074876,-1.2687480432069838,0.06594814857280167,-0.2859689955251901,-0.30773882741952296,0.02426635372841074,0.11116605259566924,-1.1749936057887131,-0.4908620903315995,0.050761195380203995,-0.910173404926198,538006974,ETHANE CRYSTAL,0.6918
-0.7415640968689128,-0.4753651708802867,0.07138504313381708,-0.46258156538126294,-0.6158458928422261,-0.8662409303950305,-0.13981153212744385,-0.23017591964961928,-0.5670773812133247,-0.10601226196152946,0.10200690110889309,-1.7483804821244018,-0.1298821897672534,0.08794294801786312,-0.8005757700175314,256059000,MSC SEASCAPE,0.6889
-1.3227273839973568,-0.03074433080998197,-1.9962039683049775,-0.47455190847389983,-0.020767589557168474,-0.4578998399549931,-0.40295065719052486,-0.34242288364215034,0.027071265208711715,-0.20084262829911578,0.05662022431885383,-1.1187050162849286,-0.21674207276950666,0.03107492157086858,-0.07807309048054974,636016647,CAP PALLISER,0.6866
-1.355485364573102,-0.1608026931122945,-1.9905315997811364,-0.8047456493147833,-0.16649533874014513,-0.18653972885301653,-0.37789110087082395,-0.3937380950255537,-0.07766842975890557,-0.2215117962176981,-0.6028675211740403,0.06567582496077419,-0.40668293536253625,0.04765205693209409,0.08764092544229114,338933000,USS SAN JACINTO,0.6852
-0.9742598198586394,-0.09116396306882683,-1.8085282543677468,-0.35311247464297735,-0.052785502598291074,-0.3658999313324835,-0.37079979172416355,-0.23386190205784965,0.04373287873648611,-0.20615936374505905,0.07078794587003819,-1.017259904651811,-1.0978309694584953,0.020253006185940562,-0.08516078922338702,636017409,NAVIGATOR AURORA,0.6844
-0.8028551376665624,-0.4317862154865826,0.07037431162440635,-0.3611841542234561,-0.5324022903686619,-0.8792176275537921,-0.1261922565793801,-0.2344355121408238,-0.5772296283719447,-0.11887409916198532,0.1034647415098745,-1.6287310532138661,-0.1281565106239767,0.0958486837693883,-0.9886180753972057,636091731,SEABOARD OCEAN,0.6844
-0.8054435863970316,-0.2687645055177288,0.07788695398326949,-0.48473187717575,-0.4638448423976579,-1.6951034269702787,0.10591885194306516,-0.28503349225137553,-0.2783882487972345,0.03711767013725165,0.11448168289750087,-1.6975890685720576,-0.2774884931050327,0.07534916718272792,-0.6964624872572386,636020168,SAN AMERIGO,0.6843
